model,context,layer,target_id,target_text,rank_target_tangent,rank_wrong_tangent,rank_random_tangent,rank_offarc_random,rank_offarc_toward,rank_offarc_away,first_rank1_angle
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,1546,sole,1,24132,49915,1,2,1,8.63650131225586
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,1619, att,1,120420,64279,1,2,1,9.735908508300781
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,1822, av,1,74987,67385,1,1,1,9.718812942504883
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,1854,uss,1,83080,105704,1,2,1,11.348810195922852
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,1890,AG,1,5681,21503,1,2,1,10.413286209106445
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,2095,utes,1,126899,137891,1,2,1,13.215343475341797
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,2100, AN,1,36599,40504,1,2,1,10.499427795410156
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,2197, document,1,119393,78271,1,2,1,10.090545654296875
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,2216,ric,1,56852,24081,1,2,1,8.957560539245605
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,2375,erg,1,89920,43325,1,2,1,9.396270751953125
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,2512,Action,1,99751,91482,1,2,1,11.76026725769043
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,2673,ically,1,129217,124975,1,2,1,11.534974098205566
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,2682,vis,1,56624,64673,1,2,1,9.437743186950684
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,2700,ponents,1,28386,60981,1,2,1,10.233453750610352
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,2752,pen,1,71533,70459,1,1,1,9.583540916442871
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,2884, design,1,75404,86228,1,2,1,11.682533264160156
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,2931,quired,1,29926,24326,1,2,1,9.636324882507324
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,3114,cribe,1,37250,54882,1,2,1,10.097355842590332
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,3182,create,1,12704,48697,1,2,1,11.316885948181152
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,3246,agn,1,40486,42517,1,2,1,8.69150447845459
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,3314,cul,1,5713,2983,1,1,1,5.591527462005615
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,3323,Token,1,33807,8463,1,2,1,9.475528717041016
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,3409, word,1,19279,31298,1,2,1,8.970039367675781
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,3425, whether,1,115157,86808,1,2,1,12.27639102935791
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,3509,node,1,20574,25112,1,2,1,9.714242935180664
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,3613, members,1,47511,70011,1,4,1,12.759783744812012
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,3738, human,1,13473,2417,1,2,1,5.390801906585693
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,3751,fect,1,74288,48169,1,2,1,10.733580589294434
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,3774, unsigned,1,57944,34649,1,2,1,10.743184089660645
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,4372,avigation,1,112366,138088,1,3,1,15.158170700073242
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,4428, similar,1,6242,32480,1,2,1,9.836087226867676
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,4477,ARE,1,76876,107007,1,2,1,12.23338794708252
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,4520, Sec,1,24996,25447,1,1,1,9.656630516052246
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,4564, connect,1,20891,22113,1,2,1,8.679250717163086
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,4578,tag,1,41265,32916,1,1,1,8.921210289001465
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,4624,Repository,1,67508,48398,1,3,1,13.921831130981445
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,4738,ief,1,10660,8502,1,2,1,7.358115196228027
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,4796, campaign,1,106573,53042,1,2,1,11.450238227844238
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,4880, shall,1,129411,111855,1,2,1,11.261520385742188
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,5206, mut,1,56381,26077,1,2,1,8.435898780822754
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,5293, notice,1,105894,64411,1,2,1,11.836014747619629
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,5332,_config,2,66072,58131,2,2,1,
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,0,5425, prote,1,33835,34359,1,2,1,12.601296424865723
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,350, T,1,13572,20244,1,2,1,8.104634284973145
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,467, W,1,134942,17862,1,2,1,7.857422351837158
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,492,(',1,125471,99854,1,4,1,14.636514663696289
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,607, str,1,17521,14280,1,2,1,8.215795516967773
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,660,'],1,112049,81988,1,3,1,14.236839294433594
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,680,ition,1,114462,110324,1,2,1,12.855645179748535
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,712,per,1,6967,29749,1,1,1,9.25312328338623
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,718,add,1,45713,43431,1,1,1,10.809328079223633
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,737, void,1,135488,85267,1,2,1,13.86215591430664
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,818,Cont,1,25595,40307,1,2,1,12.76822566986084
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,825, one,1,34831,32213,1,2,1,11.007116317749023
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,979, when,1,108876,52280,1,2,1,11.055883407592773
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,1065,min,1,80325,52205,1,2,1,10.580072402954102
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,1104,idth,1,123501,113163,1,2,1,13.685772895812988
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,1105, them,1,114668,71488,1,2,1,12.700074195861816
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,1183,"[""",1,19543,43636,1,2,1,11.504135131835938
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,1228,cript,1,141870,141586,1,2,1,13.979279518127441
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,1291,right,1,96647,67238,1,2,1,11.983526229858398
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,1302,.g,1,36033,42404,1,2,1,11.699963569641113
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,1402,AM,1,75848,21359,1,2,1,11.0064058303833
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,1489,fl,1,66280,57901,1,2,1,10.190629005432129
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,1546,sole,1,22119,45666,1,2,1,10.090429306030273
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,1619, att,1,124723,57040,1,2,1,12.342438697814941
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,1822, av,1,44695,34411,1,2,1,11.266069412231445
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,1854,uss,1,69420,71986,1,2,1,12.69229507446289
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,1890,AG,1,33755,83186,1,2,1,12.359725952148438
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,2095,utes,1,136476,146804,1,2,1,13.95613956451416
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,2100, AN,1,17456,15851,1,2,1,10.822148323059082
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,2197, document,1,118024,76411,1,2,1,12.245340347290039
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,2216,ric,1,37208,52871,1,2,1,10.223871231079102
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,2375,erg,1,104386,72771,1,2,1,11.330300331115723
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,2512,Action,1,75580,43833,1,4,1,12.603065490722656
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,2673,ically,1,145047,133348,1,3,1,15.445564270019531
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,2682,vis,1,76751,69698,1,2,1,12.547733306884766
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,2700,ponents,1,35684,52409,1,2,1,12.906455039978027
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,2752,pen,1,136256,136051,1,3,1,14.308228492736816
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,2884, design,1,18595,25811,1,2,1,11.115975379943848
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,2931,quired,1,112649,123450,1,3,1,15.184541702270508
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,3114,cribe,1,144011,143497,1,6,1,16.835268020629883
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,3182,create,1,26769,62291,1,3,1,14.506515502929688
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,3246,agn,1,81445,47524,1,2,1,12.841705322265625
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,3314,cul,1,69412,76773,1,2,1,11.632399559020996
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,3323,Token,1,56132,35769,1,2,1,11.883429527282715
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,3409, word,1,12312,10596,1,2,1,9.255118370056152
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,3425, whether,1,127783,108847,1,3,1,14.795418739318848
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,3509,node,1,94515,101698,1,4,1,15.511680603027344
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,3613, members,1,16100,37868,1,2,1,11.369519233703613
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,3738, human,1,25448,4973,1,2,1,8.585514068603516
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,3751,fect,1,105108,82090,1,2,1,12.614581108093262
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,3774, unsigned,1,110993,58787,1,2,1,15.01425838470459
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,4372,avigation,1,110794,146509,1,5,1,16.23628807067871
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,4428, similar,1,4110,18055,1,2,1,10.446972846984863
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,4477,ARE,1,105461,119388,1,5,1,15.726578712463379
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,4520, Sec,1,36226,29458,1,2,1,12.414627075195312
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,4564, connect,1,96011,69416,1,2,1,15.29321002960205
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,4578,tag,1,54345,31155,1,1,1,9.813875198364258
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,4624,Repository,1,43716,19762,1,3,1,14.419526100158691
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,4738,ief,1,44868,74601,1,2,1,11.577259063720703
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,4796, campaign,1,55006,50282,1,2,1,12.72801685333252
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,4880, shall,1,45341,16017,1,2,1,9.515341758728027
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,5206, mut,1,93964,76387,1,2,1,12.133018493652344
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,5293, notice,1,59337,47520,1,2,1,12.76452350616455
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,5332,_config,2,76284,48679,2,7,1,
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,8,5425, prote,1,63278,73627,1,3,1,15.026067733764648
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,350, T,1,9109,7757,1,2,1,7.130696773529053
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,467, W,1,129684,16661,1,1,1,6.689371109008789
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,492,(',1,101627,56779,1,3,1,12.003661155700684
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,607, str,1,1611,183,1,2,1,4.070212364196777
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,660,'],1,136470,92780,1,2,1,14.239776611328125
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,680,ition,1,93542,72204,1,2,1,10.585174560546875
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,712,per,1,21373,42630,1,1,1,9.699298858642578
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,718,add,1,42090,28258,1,1,1,9.166120529174805
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,737, void,1,109197,71273,1,2,1,10.642971992492676
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,818,Cont,1,30971,49128,1,2,1,11.585482597351074
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,825, one,1,11212,6236,1,2,1,7.820573329925537
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,979, when,1,74816,18807,1,2,1,8.833046913146973
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,1065,min,1,78371,37019,1,2,1,9.576546669006348
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,1104,idth,1,26222,29985,1,1,1,7.713476181030273
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,1105, them,1,148088,142269,1,2,1,14.463103294372559
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,1183,"[""",1,14321,39802,1,2,1,9.621086120605469
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,1228,cript,1,107518,45782,1,2,1,10.35030460357666
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,1291,right,1,30585,36954,1,2,1,8.265874862670898
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,1302,.g,1,44310,43678,1,2,1,11.072528839111328
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,1402,AM,1,128460,75229,1,2,1,10.416263580322266
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,1489,fl,1,73494,20259,1,1,1,9.050444602966309
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,1546,sole,1,52336,85379,1,2,1,10.070089340209961
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,1619, att,1,57882,32383,1,1,1,8.271735191345215
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,1822, av,1,7082,4560,1,1,1,6.6648850440979
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,1854,uss,1,128348,138746,1,2,1,14.02973461151123
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,1890,AG,1,38918,66077,1,2,1,11.229985237121582
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,2095,utes,1,134831,146111,1,2,1,12.454146385192871
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,2100, AN,1,8290,6824,1,2,1,8.323323249816895
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,2197, document,1,62808,27802,1,2,1,8.488798141479492
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,2216,ric,1,49066,62634,1,2,1,9.461840629577637
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,2375,erg,1,77011,43692,1,2,1,9.24067211151123
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,2512,Action,1,58501,33330,1,3,1,10.424521446228027
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,2673,ically,1,147011,141639,1,2,1,14.286556243896484
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,2682,vis,1,75867,68080,1,2,1,11.01541519165039
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,2700,ponents,1,75304,107522,1,2,1,11.116802215576172
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,2752,pen,1,132458,112322,1,2,1,12.66840934753418
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,2884, design,1,71210,115132,1,2,1,12.658649444580078
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,2931,quired,1,16913,20510,1,1,1,8.772927284240723
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,3114,cribe,1,136208,140448,1,2,1,14.457106590270996
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,3182,create,1,18591,51854,1,2,1,12.134943962097168
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,3246,agn,1,59770,52710,1,2,1,10.28384017944336
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,3314,cul,1,66870,66607,1,2,1,10.164284706115723
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,3323,Token,1,109313,77991,1,2,1,12.418875694274902
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,3409, word,1,16889,32322,1,2,1,8.408679962158203
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,3425, whether,1,128532,128864,1,2,1,13.274786949157715
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,3509,node,1,39623,42448,1,2,1,11.370434761047363
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,3613, members,1,14425,32442,1,2,1,9.77453327178955
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,3738, human,1,60689,24588,1,2,1,8.943655014038086
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,3751,fect,1,121991,108283,1,2,1,11.985793113708496
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,3774, unsigned,1,133786,126331,1,2,1,13.962737083435059
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,4372,avigation,1,49595,64687,1,2,1,11.795374870300293
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,4428, similar,1,4378,15964,1,2,1,9.198468208312988
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,4477,ARE,1,89871,100231,1,2,1,12.419312477111816
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,4520, Sec,1,16929,12191,1,1,1,9.38438606262207
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,4564, connect,1,38176,28324,1,2,1,10.915318489074707
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,4578,tag,1,30901,33141,1,1,1,7.51596736907959
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,4624,Repository,1,24222,24977,1,2,1,11.162994384765625
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,4738,ief,1,53839,47538,1,2,1,10.680414199829102
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,4796, campaign,1,33822,24643,1,2,1,9.617302894592285
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,4880, shall,1,103001,31254,1,2,1,10.159510612487793
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,5206, mut,1,68480,35734,1,2,1,9.686307907104492
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,5293, notice,1,77741,39204,1,2,1,11.965644836425781
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,5332,_config,1,73291,58130,1,2,1,14.306841850280762
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,15,5425, prote,1,48640,40897,1,2,1,12.567691802978516
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,350, T,1,12018,17552,1,2,1,15.532095909118652
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,467, W,2,146799,9349,2,2,1,
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,492,(',1,29653,26142,1,2,1,11.412187576293945
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,607, str,1,83457,34791,1,2,1,11.768613815307617
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,660,'],1,75414,21427,1,2,1,9.571800231933594
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,680,ition,1,67800,28964,1,2,1,8.636815071105957
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,712,per,1,1494,26963,1,1,1,7.550418853759766
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,718,add,1,4334,2004,1,2,1,7.779824733734131
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,737, void,1,132031,60202,1,2,1,11.51675033569336
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,818,Cont,1,1573,3400,1,1,1,7.230301856994629
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,825, one,1,6450,4498,1,2,1,13.72896671295166
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,979, when,1,81507,12836,1,3,1,16.22755241394043
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,1065,min,1,48662,26611,1,2,1,9.354572296142578
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,1104,idth,1,72028,81071,1,3,1,8.392437934875488
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,1105, them,1,139187,101156,1,2,1,11.390446662902832
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,1183,"[""",1,438,1061,1,1,1,6.66674280166626
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,1228,cript,1,122708,48064,1,1,1,9.239879608154297
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,1291,right,1,10111,4434,1,2,1,6.761887073516846
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,1302,.g,1,63409,92562,1,3,1,13.572944641113281
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,1402,AM,1,105391,6929,1,2,1,9.268211364746094
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,1489,fl,1,28434,9802,1,2,1,7.945197105407715
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,1546,sole,1,16640,45914,1,1,1,7.814597129821777
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,1619, att,1,140596,93043,1,2,1,10.522957801818848
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,1822, av,1,61799,36092,1,2,1,10.032816886901855
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,1854,uss,1,122063,119488,1,2,1,11.69102954864502
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,1890,AG,1,5829,11068,1,2,1,9.035103797912598
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,2095,utes,1,29944,31354,1,1,1,8.219244956970215
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,2100, AN,1,99356,142082,1,3,1,16.728744506835938
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,2197, document,1,98435,20118,1,2,1,8.48092269897461
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,2216,ric,1,23696,16569,1,2,1,7.665781021118164
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,2375,erg,1,91297,73694,1,1,1,8.335283279418945
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,2512,Action,1,10948,4718,1,2,1,7.993957996368408
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,2673,ically,1,110286,77510,1,1,1,9.548091888427734
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,2682,vis,1,7379,6852,1,1,1,6.653984069824219
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,2700,ponents,1,14192,45571,1,1,1,8.153742790222168
Qwen/Qwen2-0.5B-Instruct,To bake sourdough bread,23,2752,pen,1,70168,60386,1,2,1,9.413346290588379
