cls,ctx,layer,budget,target,resolved,argmax_note,root,best_note,family_top10,entry_deg
animal,The capital of France is,0,17,root,1.0,51735,51735,5562,1.0,
animal,The capital of France is,0,17,best_note,1.0,5562,51735,5562,1.0,
animal,The capital of France is,0,17,rand_note,1.0,8251,51735,5562,1.0,
animal,The capital of France is,0,45,center,0.0,5562,51735,5562,3.0,
animal,The capital of France is,0,45,root,1.0,51735,51735,5562,1.0,
animal,The capital of France is,0,45,best_note,1.0,5562,51735,5562,1.0,
animal,The capital of France is,0,45,rand_note,1.0,8251,51735,5562,1.0,
animal,The capital of France is,8,17,center,0.0,5562,51735,5562,0.0,
animal,The capital of France is,8,17,root,0.0,51735,51735,5562,1.0,
animal,The capital of France is,8,17,best_note,1.0,5562,51735,5562,1.0,
animal,The capital of France is,8,17,rand_note,1.0,25265,51735,5562,1.0,
animal,The capital of France is,8,45,center,0.0,5562,51735,5562,4.0,
animal,The capital of France is,8,45,root,1.0,51735,51735,5562,1.0,
animal,The capital of France is,8,45,best_note,1.0,5562,51735,5562,1.0,
animal,The capital of France is,8,45,rand_note,1.0,25265,51735,5562,1.0,
animal,The capital of France is,15,17,center,0.0,25265,51735,25265,0.0,
animal,The capital of France is,15,17,root,1.0,51735,51735,25265,1.0,
animal,The capital of France is,15,17,best_note,1.0,25265,51735,25265,1.0,
animal,The capital of France is,15,17,rand_note,1.0,51735,51735,25265,1.0,
animal,The capital of France is,15,45,center,0.0,51735,51735,25265,4.0,
animal,The capital of France is,15,45,root,1.0,51735,51735,25265,1.0,
animal,The capital of France is,15,45,best_note,1.0,25265,51735,25265,1.0,
animal,The capital of France is,15,45,rand_note,1.0,51735,51735,25265,1.0,
animal,The capital of France is,23,17,center,0.0,11958,51735,8251,0.0,
animal,The capital of France is,23,17,root,0.0,51735,51735,8251,1.0,
animal,The capital of France is,23,17,best_note,1.0,8251,51735,8251,1.0,
animal,The capital of France is,23,17,rand_note,1.0,38724,51735,8251,1.0,
animal,The capital of France is,23,45,center,0.0,11958,51735,8251,0.0,
animal,The capital of France is,23,45,root,1.0,51735,51735,8251,1.0,
animal,The capital of France is,23,45,best_note,1.0,8251,51735,8251,1.0,
animal,The capital of France is,23,45,rand_note,1.0,38724,51735,8251,1.0,
animal,Once upon a time,0,17,center,0.0,5562,51735,5562,0.0,39.40954773869347
animal,Once upon a time,0,17,root,1.0,51735,51735,5562,1.0,
animal,Once upon a time,0,17,best_note,1.0,5562,51735,5562,1.0,
animal,Once upon a time,0,17,rand_note,0.0,36542,51735,5562,1.0,
animal,Once upon a time,0,45,center,0.0,5562,51735,5562,3.0,
animal,Once upon a time,0,45,root,1.0,51735,51735,5562,1.0,
animal,Once upon a time,0,45,best_note,1.0,5562,51735,5562,1.0,
animal,Once upon a time,0,45,rand_note,1.0,36542,51735,5562,1.0,
animal,Once upon a time,8,17,center,0.0,5562,51735,5562,0.0,
animal,Once upon a time,8,17,root,0.0,51735,51735,5562,1.0,
animal,Once upon a time,8,17,best_note,1.0,5562,51735,5562,1.0,
animal,Once upon a time,8,17,rand_note,0.0,51735,51735,5562,1.0,
animal,Once upon a time,8,45,center,0.0,5562,51735,5562,4.0,
animal,Once upon a time,8,45,root,1.0,51735,51735,5562,1.0,
animal,Once upon a time,8,45,best_note,1.0,5562,51735,5562,1.0,
animal,Once upon a time,8,45,rand_note,1.0,51735,51735,5562,1.0,
animal,Once upon a time,15,17,center,0.0,11958,51735,11958,0.0,
animal,Once upon a time,15,17,root,1.0,51735,51735,11958,1.0,
animal,Once upon a time,15,17,best_note,1.0,11958,51735,11958,1.0,
animal,Once upon a time,15,17,rand_note,1.0,38724,51735,11958,1.0,
animal,Once upon a time,15,45,center,0.0,51735,51735,11958,2.0,
animal,Once upon a time,15,45,root,1.0,51735,51735,11958,1.0,
animal,Once upon a time,15,45,best_note,1.0,11958,51735,11958,1.0,
animal,Once upon a time,15,45,rand_note,1.0,38724,51735,11958,1.0,
animal,Once upon a time,23,17,center,0.0,39032,51735,8251,0.0,
animal,Once upon a time,23,17,root,1.0,51735,51735,8251,1.0,
animal,Once upon a time,23,17,best_note,1.0,8251,51735,8251,1.0,
animal,Once upon a time,23,17,rand_note,0.0,7640,51735,8251,1.0,
animal,Once upon a time,23,45,center,0.0,51735,51735,8251,1.0,
animal,Once upon a time,23,45,root,1.0,51735,51735,8251,1.0,
animal,Once upon a time,23,45,best_note,1.0,8251,51735,8251,1.0,
animal,Once upon a time,23,45,rand_note,1.0,7640,51735,8251,1.0,
color,The capital of France is,0,17,center,1.0,2518,13753,2518,3.0,16.376884422110553
color,The capital of France is,0,17,root,1.0,13753,13753,2518,1.0,
color,The capital of France is,0,17,best_note,1.0,2518,13753,2518,1.0,
color,The capital of France is,0,17,rand_note,1.0,18217,13753,2518,1.0,
color,The capital of France is,0,45,center,1.0,13753,13753,2518,8.0,
color,The capital of France is,0,45,root,1.0,13753,13753,2518,1.0,
color,The capital of France is,0,45,best_note,1.0,2518,13753,2518,1.0,
color,The capital of France is,0,45,rand_note,1.0,18217,13753,2518,3.0,
color,The capital of France is,8,17,center,1.0,2518,13753,2518,4.0,14.811557788944723
color,The capital of France is,8,17,root,1.0,13753,13753,2518,1.0,
color,The capital of France is,8,17,best_note,1.0,2518,13753,2518,1.0,
color,The capital of France is,8,17,rand_note,1.0,13753,13753,2518,1.0,
color,The capital of France is,8,45,center,1.0,6303,13753,2518,8.0,
color,The capital of France is,8,45,root,1.0,13753,13753,2518,1.0,
color,The capital of France is,8,45,best_note,1.0,2518,13753,2518,1.0,
color,The capital of France is,8,45,rand_note,1.0,13753,13753,2518,1.0,
color,The capital of France is,15,17,center,1.0,2518,13753,2518,4.0,14.811557788944723
color,The capital of France is,15,17,root,1.0,13753,13753,2518,1.0,
color,The capital of France is,15,17,best_note,1.0,2518,13753,2518,1.0,
color,The capital of France is,15,17,rand_note,1.0,13753,13753,2518,1.0,
color,The capital of France is,15,45,center,1.0,6303,13753,2518,6.0,
color,The capital of France is,15,45,root,1.0,13753,13753,2518,1.0,
color,The capital of France is,15,45,best_note,1.0,2518,13753,2518,1.0,
color,The capital of France is,15,45,rand_note,1.0,13753,13753,2518,1.0,
color,The capital of France is,23,17,center,0.0,4158,13753,4158,3.0,30.01758793969849
color,The capital of France is,23,17,root,0.0,13753,13753,4158,1.0,
color,The capital of France is,23,17,best_note,1.0,4158,13753,4158,1.0,
color,The capital of France is,23,17,rand_note,1.0,17545,13753,4158,1.0,
color,The capital of France is,23,45,center,1.0,6303,13753,4158,7.0,
color,The capital of France is,23,45,root,1.0,13753,13753,4158,1.0,
color,The capital of France is,23,45,best_note,1.0,4158,13753,4158,1.0,
color,The capital of France is,23,45,rand_note,1.0,17545,13753,4158,1.0,
color,Once upon a time,0,17,center,1.0,2518,13753,2518,3.0,16.15326633165829
color,Once upon a time,0,17,root,1.0,13753,13753,2518,1.0,
color,Once upon a time,0,17,best_note,1.0,2518,13753,2518,1.0,
color,Once upon a time,0,17,rand_note,1.0,6176,13753,2518,1.0,
color,Once upon a time,0,45,center,1.0,13753,13753,2518,8.0,
color,Once upon a time,0,45,root,1.0,13753,13753,2518,1.0,
color,Once upon a time,0,45,best_note,1.0,2518,13753,2518,1.0,
color,Once upon a time,0,45,rand_note,1.0,6176,13753,2518,1.0,
color,Once upon a time,8,17,center,1.0,2518,13753,2518,4.0,14.587939698492463
color,Once upon a time,8,17,root,1.0,13753,13753,2518,1.0,
color,Once upon a time,8,17,best_note,1.0,2518,13753,2518,1.0,
color,Once upon a time,8,17,rand_note,1.0,13876,13753,2518,1.0,
color,Once upon a time,8,45,center,1.0,6303,13753,2518,8.0,
color,Once upon a time,8,45,root,1.0,13753,13753,2518,1.0,
color,Once upon a time,8,45,best_note,1.0,2518,13753,2518,1.0,
color,Once upon a time,8,45,rand_note,1.0,13876,13753,2518,2.0,
color,Once upon a time,15,17,center,1.0,4158,13753,4158,5.0,16.824120603015075
color,Once upon a time,15,17,root,1.0,13753,13753,4158,2.0,
color,Once upon a time,15,17,best_note,0.0,4158,13753,4158,1.0,
color,Once upon a time,15,17,rand_note,1.0,18217,13753,4158,1.0,
color,Once upon a time,15,45,center,1.0,4158,13753,4158,8.0,
color,Once upon a time,15,45,root,1.0,13753,13753,4158,1.0,
color,Once upon a time,15,45,best_note,1.0,4158,13753,4158,1.0,
color,Once upon a time,15,45,rand_note,1.0,18217,13753,4158,4.0,
color,Once upon a time,23,17,center,0.0,13876,13753,13876,1.0,21.743718592964825
color,Once upon a time,23,17,root,0.0,13753,13753,13876,1.0,
color,Once upon a time,23,17,best_note,1.0,13876,13753,13876,1.0,
color,Once upon a time,23,17,rand_note,0.0,2518,13753,13876,1.0,
color,Once upon a time,23,45,center,1.0,6303,13753,13876,7.0,
color,Once upon a time,23,45,root,1.0,13753,13753,13876,1.0,
color,Once upon a time,23,45,best_note,1.0,13876,13753,13876,1.0,
color,Once upon a time,23,45,rand_note,1.0,2518,13753,13876,1.0,
city,The capital of France is,0,17,center,0.0,26194,26194,19846,0.0,33.595477386934675
city,The capital of France is,0,17,root,1.0,26194,26194,19846,1.0,
city,The capital of France is,0,17,best_note,1.0,19846,26194,19846,1.0,
city,The capital of France is,0,17,rand_note,1.0,19846,26194,19846,1.0,
city,The capital of France is,0,45,center,1.0,26194,26194,19846,5.0,
city,The capital of France is,0,45,root,1.0,26194,26194,19846,2.0,
city,The capital of France is,0,45,best_note,1.0,19846,26194,19846,3.0,
city,The capital of France is,0,45,rand_note,1.0,19846,26194,19846,3.0,
city,The capital of France is,8,17,center,0.0,19846,26194,19846,0.0,41.42211055276382
city,The capital of France is,8,17,root,0.0,26194,26194,19846,1.0,
city,The capital of France is,8,17,best_note,1.0,19846,26194,19846,1.0,
city,The capital of France is,8,17,rand_note,1.0,50189,26194,19846,1.0,
city,The capital of France is,8,45,center,1.0,50189,26194,19846,5.0,
city,The capital of France is,8,45,root,1.0,26194,26194,19846,2.0,
city,The capital of France is,8,45,best_note,1.0,19846,26194,19846,2.0,
city,The capital of France is,8,45,rand_note,1.0,50189,26194,19846,1.0,
city,The capital of France is,15,17,center,0.0,19846,26194,19846,0.0,25.992462311557787
city,The capital of France is,15,17,root,1.0,26194,26194,19846,1.0,
city,The capital of France is,15,17,best_note,1.0,19846,26194,19846,1.0,
city,The capital of France is,15,17,rand_note,1.0,22415,26194,19846,1.0,
city,The capital of France is,15,45,center,1.0,50189,26194,19846,7.0,
city,The capital of France is,15,45,root,1.0,26194,26194,19846,2.0,
city,The capital of France is,15,45,best_note,1.0,19846,26194,19846,2.0,
city,The capital of France is,15,45,rand_note,1.0,22415,26194,19846,1.0,
city,The capital of France is,23,17,center,0.0,12095,26194,12095,3.0,
city,The capital of France is,23,17,root,1.0,26194,26194,12095,2.0,
city,The capital of France is,23,17,best_note,0.0,12095,26194,12095,1.0,
city,The capital of France is,23,17,rand_note,0.0,12095,26194,12095,1.0,
city,The capital of France is,23,45,center,0.0,12095,26194,12095,4.0,
city,The capital of France is,23,45,root,1.0,26194,26194,12095,1.0,
city,The capital of France is,23,45,best_note,1.0,12095,26194,12095,1.0,
city,The capital of France is,23,45,rand_note,1.0,12095,26194,12095,1.0,
city,Once upon a time,0,17,center,0.0,26194,26194,19846,0.0,33.37185929648241
city,Once upon a time,0,17,root,1.0,26194,26194,19846,1.0,
city,Once upon a time,0,17,best_note,1.0,19846,26194,19846,1.0,
city,Once upon a time,0,17,rand_note,1.0,21996,26194,19846,1.0,
city,Once upon a time,0,45,center,1.0,26194,26194,19846,5.0,
city,Once upon a time,0,45,root,1.0,26194,26194,19846,2.0,
city,Once upon a time,0,45,best_note,1.0,19846,26194,19846,3.0,
city,Once upon a time,0,45,rand_note,1.0,21996,26194,19846,1.0,
city,Once upon a time,8,17,center,0.0,19846,26194,19846,0.0,34.48994974874372
city,Once upon a time,8,17,root,1.0,26194,26194,19846,1.0,
city,Once upon a time,8,17,best_note,1.0,19846,26194,19846,1.0,
city,Once upon a time,8,17,rand_note,1.0,21996,26194,19846,1.0,
city,Once upon a time,8,45,center,1.0,19846,26194,19846,5.0,
city,Once upon a time,8,45,root,1.0,26194,26194,19846,2.0,
city,Once upon a time,8,45,best_note,1.0,19846,26194,19846,2.0,
city,Once upon a time,8,45,rand_note,1.0,21996,26194,19846,1.0,
city,Once upon a time,15,17,center,0.0,19846,26194,7148,3.0,22.63819095477387
city,Once upon a time,15,17,root,1.0,26194,26194,7148,1.0,
city,Once upon a time,15,17,best_note,1.0,7148,26194,7148,1.0,
city,Once upon a time,15,17,rand_note,1.0,50189,26194,7148,1.0,
city,Once upon a time,15,45,center,1.0,26194,26194,7148,6.0,
city,Once upon a time,15,45,root,1.0,26194,26194,7148,2.0,
city,Once upon a time,15,45,best_note,1.0,7148,26194,7148,2.0,
city,Once upon a time,15,45,rand_note,1.0,50189,26194,7148,1.0,
city,Once upon a time,23,17,center,0.0,26194,26194,52550,0.0,
city,Once upon a time,23,17,root,1.0,26194,26194,52550,1.0,
city,Once upon a time,23,17,best_note,1.0,52550,26194,52550,1.0,
city,Once upon a time,23,17,rand_note,0.0,7148,26194,52550,1.0,
city,Once upon a time,23,45,center,0.0,26194,26194,52550,3.0,
city,Once upon a time,23,45,root,1.0,26194,26194,52550,1.0,
city,Once upon a time,23,45,best_note,1.0,52550,26194,52550,1.0,
city,Once upon a time,23,45,rand_note,1.0,7148,26194,52550,1.0,
nature,The capital of France is,0,17,center,0.0,17951,13638,17951,0.0,
nature,The capital of France is,0,17,root,1.0,13638,13638,17951,1.0,
nature,The capital of France is,0,17,best_note,1.0,17951,13638,17951,1.0,
nature,The capital of France is,0,17,rand_note,1.0,17951,13638,17951,1.0,
nature,The capital of France is,0,45,center,0.0,13638,13638,17951,0.0,
nature,The capital of France is,0,45,root,1.0,13638,13638,17951,1.0,
nature,The capital of France is,0,45,best_note,1.0,17951,13638,17951,1.0,
nature,The capital of France is,0,45,rand_note,1.0,17951,13638,17951,1.0,
nature,The capital of France is,8,17,center,0.0,13638,13638,17951,0.0,
nature,The capital of France is,8,17,root,1.0,13638,13638,17951,1.0,
nature,The capital of France is,8,17,best_note,1.0,17951,13638,17951,1.0,
nature,The capital of France is,8,17,rand_note,1.0,6774,13638,17951,1.0,
nature,The capital of France is,8,45,center,0.0,13638,13638,17951,2.0,
nature,The capital of France is,8,45,root,1.0,13638,13638,17951,1.0,
nature,The capital of France is,8,45,best_note,1.0,17951,13638,17951,1.0,
nature,The capital of France is,8,45,rand_note,1.0,6774,13638,17951,1.0,
nature,The capital of France is,15,17,center,0.0,16301,13638,16301,0.0,
nature,The capital of France is,15,17,root,1.0,13638,13638,16301,1.0,
nature,The capital of France is,15,17,best_note,1.0,16301,13638,16301,1.0,
nature,The capital of France is,15,17,rand_note,1.0,17951,13638,16301,1.0,
nature,The capital of France is,15,45,center,0.0,14796,13638,16301,2.0,
nature,The capital of France is,15,45,root,1.0,13638,13638,16301,1.0,
nature,The capital of France is,15,45,best_note,1.0,16301,13638,16301,1.0,
nature,The capital of France is,15,45,rand_note,1.0,17951,13638,16301,1.0,
nature,The capital of France is,23,17,center,0.0,14796,13638,14796,0.0,
nature,The capital of France is,23,17,root,0.0,13638,13638,14796,1.0,
nature,The capital of France is,23,17,best_note,0.0,14796,13638,14796,1.0,
nature,The capital of France is,23,17,rand_note,1.0,22351,13638,14796,1.0,
nature,The capital of France is,23,45,center,0.0,14796,13638,14796,0.0,
nature,The capital of France is,23,45,root,1.0,13638,13638,14796,1.0,
nature,The capital of France is,23,45,best_note,1.0,14796,13638,14796,1.0,
nature,The capital of France is,23,45,rand_note,1.0,22351,13638,14796,1.0,
nature,Once upon a time,0,17,center,0.0,17951,13638,17951,0.0,
nature,Once upon a time,0,17,root,1.0,13638,13638,17951,1.0,
nature,Once upon a time,0,17,best_note,1.0,17951,13638,17951,1.0,
nature,Once upon a time,0,17,rand_note,1.0,17951,13638,17951,1.0,
nature,Once upon a time,0,45,center,0.0,13638,13638,17951,0.0,
nature,Once upon a time,0,45,root,1.0,13638,13638,17951,1.0,
nature,Once upon a time,0,45,best_note,1.0,17951,13638,17951,1.0,
nature,Once upon a time,0,45,rand_note,1.0,17951,13638,17951,1.0,
nature,Once upon a time,8,17,center,0.0,13638,13638,13638,0.0,
nature,Once upon a time,8,17,root,1.0,13638,13638,13638,1.0,
nature,Once upon a time,8,17,best_note,1.0,13638,13638,13638,1.0,
nature,Once upon a time,8,17,rand_note,1.0,16301,13638,13638,1.0,
nature,Once upon a time,8,45,center,0.0,13638,13638,13638,1.0,
nature,Once upon a time,8,45,root,1.0,13638,13638,13638,1.0,
nature,Once upon a time,8,45,best_note,1.0,13638,13638,13638,1.0,
nature,Once upon a time,8,45,rand_note,1.0,16301,13638,13638,1.0,
nature,Once upon a time,15,17,center,0.0,4916,13638,17788,0.0,
nature,Once upon a time,15,17,root,1.0,13638,13638,17788,1.0,
nature,Once upon a time,15,17,best_note,1.0,17788,13638,17788,1.0,
nature,Once upon a time,15,17,rand_note,1.0,13638,13638,17788,1.0,
nature,Once upon a time,15,45,center,0.0,13638,13638,17788,0.0,
nature,Once upon a time,15,45,root,1.0,13638,13638,17788,1.0,
nature,Once upon a time,15,45,best_note,1.0,17788,13638,17788,1.0,
nature,Once upon a time,15,45,rand_note,1.0,13638,13638,17788,1.0,
nature,Once upon a time,23,17,center,0.0,14796,13638,9437,0.0,
nature,Once upon a time,23,17,root,0.0,13638,13638,9437,1.0,
nature,Once upon a time,23,17,best_note,0.0,9437,13638,9437,1.0,
nature,Once upon a time,23,17,rand_note,0.0,13638,13638,9437,1.0,
nature,Once upon a time,23,45,center,0.0,13638,13638,9437,0.0,
nature,Once upon a time,23,45,root,1.0,13638,13638,9437,1.0,
nature,Once upon a time,23,45,best_note,1.0,9437,13638,9437,1.0,
nature,Once upon a time,23,45,rand_note,1.0,13638,13638,9437,1.0,
number,The capital of France is,0,17,center,1.0,8094,4236,825,8.0,13.693467336683417
number,The capital of France is,0,17,root,1.0,4236,4236,825,4.0,
number,The capital of France is,0,17,best_note,1.0,825,4236,825,1.0,
number,The capital of France is,0,17,rand_note,1.0,4236,4236,825,4.0,
number,The capital of France is,0,45,center,1.0,8094,4236,825,9.0,
number,The capital of France is,0,45,root,1.0,4236,4236,825,4.0,
number,The capital of France is,0,45,best_note,1.0,825,4236,825,1.0,
number,The capital of France is,0,45,rand_note,1.0,4236,4236,825,4.0,
number,The capital of France is,8,17,center,0.0,5779,4236,5779,5.0,18.389447236180903
number,The capital of France is,8,17,root,0.0,4236,4236,5779,3.0,
number,The capital of France is,8,17,best_note,1.0,5779,4236,5779,1.0,
number,The capital of France is,8,17,rand_note,1.0,825,4236,5779,1.0,
number,The capital of France is,8,45,center,1.0,3040,4236,5779,9.0,
number,The capital of France is,8,45,root,1.0,4236,4236,5779,4.0,
number,The capital of France is,8,45,best_note,1.0,5779,4236,5779,1.0,
number,The capital of France is,8,45,rand_note,1.0,825,4236,5779,1.0,
number,The capital of France is,15,17,center,1.0,3040,4236,825,6.0,16.15326633165829
number,The capital of France is,15,17,root,1.0,4236,4236,825,4.0,
number,The capital of France is,15,17,best_note,1.0,825,4236,825,1.0,
number,The capital of France is,15,17,rand_note,1.0,825,4236,825,1.0,
number,The capital of France is,15,45,center,1.0,3040,4236,825,8.0,
number,The capital of France is,15,45,root,1.0,4236,4236,825,4.0,
number,The capital of France is,15,45,best_note,1.0,825,4236,825,1.0,
number,The capital of France is,15,45,rand_note,1.0,825,4236,825,1.0,
number,The capital of France is,23,17,center,1.0,4236,4236,825,6.0,13.469849246231156
number,The capital of France is,23,17,root,1.0,4236,4236,825,4.0,
number,The capital of France is,23,17,best_note,1.0,825,4236,825,1.0,
number,The capital of France is,23,17,rand_note,1.0,1378,4236,825,2.0,
number,The capital of France is,23,45,center,1.0,4236,4236,825,8.0,
number,The capital of France is,23,45,root,1.0,4236,4236,825,4.0,
number,The capital of France is,23,45,best_note,1.0,825,4236,825,1.0,
number,The capital of France is,23,45,rand_note,1.0,1378,4236,825,3.0,
number,Once upon a time,0,17,center,1.0,8094,4236,825,8.0,13.917085427135678
number,Once upon a time,0,17,root,1.0,4236,4236,825,4.0,
number,Once upon a time,0,17,best_note,1.0,825,4236,825,1.0,
number,Once upon a time,0,17,rand_note,1.0,825,4236,825,1.0,
number,Once upon a time,0,45,center,1.0,8094,4236,825,9.0,
number,Once upon a time,0,45,root,1.0,4236,4236,825,4.0,
number,Once upon a time,0,45,best_note,1.0,825,4236,825,1.0,
number,Once upon a time,0,45,rand_note,1.0,825,4236,825,1.0,
number,Once upon a time,8,17,center,0.0,5779,4236,5779,4.0,19.50753768844221
number,Once upon a time,8,17,root,0.0,4236,4236,5779,2.0,
number,Once upon a time,8,17,best_note,1.0,5779,4236,5779,1.0,
number,Once upon a time,8,17,rand_note,0.0,8094,4236,5779,1.0,
number,Once upon a time,8,45,center,1.0,3040,4236,5779,9.0,
number,Once upon a time,8,45,root,1.0,4236,4236,5779,4.0,
number,Once upon a time,8,45,best_note,1.0,5779,4236,5779,1.0,
number,Once upon a time,8,45,rand_note,1.0,8094,4236,5779,5.0,
number,Once upon a time,15,17,center,1.0,4236,4236,5779,7.0,13.469849246231156
number,Once upon a time,15,17,root,1.0,4236,4236,5779,2.0,
number,Once upon a time,15,17,best_note,1.0,5779,4236,5779,1.0,
number,Once upon a time,15,17,rand_note,1.0,4743,4236,5779,4.0,
number,Once upon a time,15,45,center,1.0,4236,4236,5779,9.0,
number,Once upon a time,15,45,root,1.0,4236,4236,5779,4.0,
number,Once upon a time,15,45,best_note,1.0,5779,4236,5779,1.0,
number,Once upon a time,15,45,rand_note,1.0,4743,4236,5779,6.0,
number,Once upon a time,23,17,center,0.0,4236,4236,825,6.0,19.060301507537687
number,Once upon a time,23,17,root,0.0,4236,4236,825,3.0,
number,Once upon a time,23,17,best_note,0.0,825,4236,825,1.0,
number,Once upon a time,23,17,rand_note,1.0,8094,4236,825,1.0,
number,Once upon a time,23,45,center,1.0,8094,4236,825,8.0,
number,Once upon a time,23,45,root,1.0,4236,4236,825,4.0,
number,Once upon a time,23,45,best_note,1.0,825,4236,825,1.0,
number,Once upon a time,23,45,rand_note,1.0,8094,4236,825,5.0,
