model,context,layer,target_id,target_text,rank_target_tangent,rank_wrong_tangent,rank_random_tangent,rank_offarc_random,rank_offarc_toward,rank_offarc_away,first_rank1_angle
openai-community/gpt2,The capital of France is,0,1079,ved,1,21816,8404,1,2,1,12.64989948272705
openai-community/gpt2,The capital of France is,0,1103, real,1,84,40,1,2,1,9.857274055480957
openai-community/gpt2,The capital of France is,0,1122,ton,1,1956,2739,1,1,1,10.882342338562012
openai-community/gpt2,The capital of France is,0,1137,ER,1,2475,2429,1,2,1,11.70434856414795
openai-community/gpt2,The capital of France is,0,1139, says,3,5355,2718,2,13,1,
openai-community/gpt2,The capital of France is,0,1148, Is,1,1414,507,1,3,1,14.299007415771484
openai-community/gpt2,The capital of France is,0,1184, poss,1,19934,15981,1,3,1,13.703292846679688
openai-community/gpt2,The capital of France is,0,1218, second,1,182,233,1,2,1,11.006876945495605
openai-community/gpt2,The capital of France is,0,1221, disc,1,1815,4043,1,3,1,12.426812171936035
openai-community/gpt2,The capital of France is,0,1238,20,1,894,1228,1,3,1,14.27510929107666
openai-community/gpt2,The capital of France is,0,1250, belie,1,39496,46438,1,3,1,14.416145324707031
openai-community/gpt2,The capital of France is,0,1426, pos,1,4932,4767,1,3,1,12.897890090942383
openai-community/gpt2,The capital of France is,0,1433,16,1,915,734,1,3,1,14.568513870239258
openai-community/gpt2,The capital of France is,0,1449, bre,1,12508,13996,1,3,1,12.981293678283691
openai-community/gpt2,The capital of France is,0,1451, cap,1,2490,2368,1,3,1,11.911078453063965
openai-community/gpt2,The capital of France is,0,1452,ten,1,8742,8799,1,1,1,11.526381492614746
openai-community/gpt2,The capital of France is,0,1459, current,1,450,250,1,2,1,11.350613594055176
openai-community/gpt2,The capital of France is,0,1524, school,1,1857,1614,1,3,1,14.71500015258789
openai-community/gpt2,The capital of France is,0,1544,He,5,4414,3961,5,28,1,
openai-community/gpt2,The capital of France is,0,1591,ccess,1,41902,48785,1,4,1,14.997381210327148
openai-community/gpt2,The capital of France is,0,1601,ury,1,11812,20027,1,1,1,11.904780387878418
openai-community/gpt2,The capital of France is,0,1708, following,1,1933,1148,1,3,1,12.963829040527344
openai-community/gpt2,The capital of France is,0,1738, reason,1,2143,2446,1,2,1,11.978034019470215
openai-community/gpt2,The capital of France is,0,1743, official,1,528,373,1,2,1,10.251765251159668
openai-community/gpt2,The capital of France is,0,1749,ories,1,14497,31832,1,2,1,11.069953918457031
openai-community/gpt2,The capital of France is,0,1766, Co,1,983,674,1,3,1,13.132698059082031
openai-community/gpt2,The capital of France is,0,1777, fac,1,4744,4775,1,3,1,12.643438339233398
openai-community/gpt2,The capital of France is,4,60,],1,1082,1559,1,4,1,13.329087257385254
openai-community/gpt2,The capital of France is,4,74,k,1,663,436,1,3,1,11.893312454223633
openai-community/gpt2,The capital of France is,4,80,q,1,5531,4572,1,3,1,13.699856758117676
openai-community/gpt2,The capital of France is,4,81,r,1,447,271,1,2,1,11.245858192443848
openai-community/gpt2,The capital of France is,4,264, s,1,934,411,1,4,1,15.60397720336914
openai-community/gpt2,The capital of France is,4,268,en,1,2058,2350,1,3,1,14.087865829467773
openai-community/gpt2,The capital of France is,4,270,it,1,433,1472,1,3,1,13.396759986877441
openai-community/gpt2,The capital of France is,4,324,ad,1,1836,1677,1,3,1,13.60766315460205
openai-community/gpt2,The capital of France is,4,351, with,2,182,65,2,5,1,
openai-community/gpt2,The capital of France is,4,358,nd,1,1165,2057,1,2,1,12.215232849121094
openai-community/gpt2,The capital of France is,4,369, con,1,1767,1300,1,3,1,13.916216850280762
openai-community/gpt2,The capital of France is,4,389, are,4,459,572,4,11,1,
openai-community/gpt2,The capital of France is,4,397,ab,1,534,1088,1,2,1,10.982568740844727
openai-community/gpt2,The capital of France is,4,415,ant,1,1255,4669,1,2,1,11.977938652038574
openai-community/gpt2,The capital of France is,4,419,ort,1,5137,2696,1,1,1,10.752739906311035
openai-community/gpt2,The capital of France is,4,451,ear,1,22461,20823,1,3,1,13.866247177124023
openai-community/gpt2,The capital of France is,4,494,ie,1,553,1244,1,2,1,11.115477561950684
openai-community/gpt2,The capital of France is,4,495,ure,1,1749,1927,1,2,1,11.55549144744873
openai-community/gpt2,The capital of France is,4,527,ber,1,2246,2716,1,2,1,12.037613868713379
openai-community/gpt2,The capital of France is,4,598, app,1,1447,667,1,3,1,12.90716552734375
openai-community/gpt2,The capital of France is,4,605,ical,1,2030,1612,1,2,1,11.296319961547852
openai-community/gpt2,The capital of France is,4,608,ount,1,11416,31786,1,2,1,12.557056427001953
openai-community/gpt2,The capital of France is,4,683, him,3,4852,3033,3,13,1,
openai-community/gpt2,The capital of France is,4,694,ck,1,835,5122,1,2,1,12.540200233459473
openai-community/gpt2,The capital of France is,4,720, $,1,171,127,1,2,1,10.302896499633789
openai-community/gpt2,The capital of France is,4,722,hing,1,12272,22662,1,3,1,13.306588172912598
openai-community/gpt2,The capital of France is,4,777, these,3,528,488,3,6,1,
openai-community/gpt2,The capital of France is,4,806,pect,1,15457,30431,1,3,1,14.23747444152832
openai-community/gpt2,The capital of France is,4,863,ited,1,39392,32599,1,6,1,16.12813949584961
openai-community/gpt2,The capital of France is,4,882,erson,1,10447,16408,1,2,1,12.323594093322754
openai-community/gpt2,The capital of France is,4,887, But,3,664,862,2,12,1,
openai-community/gpt2,The capital of France is,4,895, sm,1,2508,707,1,3,1,12.925736427307129
openai-community/gpt2,The capital of France is,4,926,tt,1,5658,4005,1,2,1,11.96028995513916
openai-community/gpt2,The capital of France is,4,976, same,1,572,929,1,3,1,12.887290000915527
openai-community/gpt2,The capital of France is,4,1001, Se,1,1530,1852,1,4,1,15.317463874816895
openai-community/gpt2,The capital of France is,4,1051, sign,1,1030,552,1,2,1,11.041799545288086
openai-community/gpt2,The capital of France is,4,1076,ouse,1,35657,35853,1,2,1,13.328390121459961
openai-community/gpt2,The capital of France is,4,1079,ved,1,24020,23940,1,2,1,13.301185607910156
openai-community/gpt2,The capital of France is,4,1103, real,1,292,283,1,3,1,12.094099998474121
openai-community/gpt2,The capital of France is,4,1122,ton,1,1660,3293,1,1,1,11.117253303527832
openai-community/gpt2,The capital of France is,4,1137,ER,1,4186,4649,1,3,1,13.049261093139648
openai-community/gpt2,The capital of France is,4,1139, says,3,5091,3285,3,6,1,
openai-community/gpt2,The capital of France is,4,1148, Is,1,1919,1202,1,5,1,15.737186431884766
openai-community/gpt2,The capital of France is,4,1184, poss,1,30387,30692,1,5,1,15.195592880249023
openai-community/gpt2,The capital of France is,4,1218, second,1,188,179,1,3,1,12.095520973205566
openai-community/gpt2,The capital of France is,4,1221, disc,1,5342,4862,1,3,1,14.34108829498291
openai-community/gpt2,The capital of France is,4,1238,20,1,1423,2414,1,6,1,16.457361221313477
openai-community/gpt2,The capital of France is,4,1250, belie,1,43509,45006,1,5,1,15.46308422088623
openai-community/gpt2,The capital of France is,4,1426, pos,1,7768,8812,1,3,1,14.010138511657715
openai-community/gpt2,The capital of France is,4,1433,16,1,1674,1538,1,7,1,16.698911666870117
openai-community/gpt2,The capital of France is,4,1449, bre,1,8401,8285,1,2,1,12.693305969238281
openai-community/gpt2,The capital of France is,4,1451, cap,1,1436,1256,1,2,1,11.483726501464844
openai-community/gpt2,The capital of France is,4,1452,ten,1,12139,9312,1,2,1,12.572725296020508
openai-community/gpt2,The capital of France is,4,1459, current,1,652,400,1,3,1,12.874394416809082
openai-community/gpt2,The capital of France is,4,1524, school,1,1300,1504,1,3,1,14.595608711242676
openai-community/gpt2,The capital of France is,4,1544,He,10,9069,13564,11,60,1,
openai-community/gpt2,The capital of France is,4,1591,ccess,1,45232,48738,1,7,1,15.95959758758545
openai-community/gpt2,The capital of France is,4,1601,ury,1,9649,18116,1,1,1,11.962850570678711
openai-community/gpt2,The capital of France is,4,1708, following,1,1574,612,1,3,1,13.213042259216309
openai-community/gpt2,The capital of France is,4,1738, reason,1,3599,3801,1,3,1,13.343894958496094
openai-community/gpt2,The capital of France is,4,1743, official,1,576,411,1,2,1,11.122669219970703
openai-community/gpt2,The capital of France is,4,1749,ories,1,20096,23238,1,1,1,11.98836898803711
openai-community/gpt2,The capital of France is,4,1766, Co,1,905,1246,1,3,1,13.711160659790039
openai-community/gpt2,The capital of France is,4,1777, fac,1,8046,4941,1,3,1,14.084840774536133
openai-community/gpt2,The capital of France is,7,60,],1,1465,1135,1,5,1,16.602783203125
openai-community/gpt2,The capital of France is,7,74,k,1,447,457,1,3,1,13.551300048828125
openai-community/gpt2,The capital of France is,7,80,q,1,5624,3696,1,6,1,16.472551345825195
openai-community/gpt2,The capital of France is,7,81,r,1,550,572,1,3,1,13.854103088378906
openai-community/gpt2,The capital of France is,7,264, s,1,368,377,2,4,1,16.437786102294922
openai-community/gpt2,The capital of France is,7,268,en,1,944,1077,1,4,1,14.92345142364502
openai-community/gpt2,The capital of France is,7,270,it,1,412,994,1,4,1,15.411980628967285
openai-community/gpt2,The capital of France is,7,324,ad,1,1049,919,1,4,1,15.009702682495117
openai-community/gpt2,The capital of France is,7,351, with,2,65,49,2,5,1,
openai-community/gpt2,The capital of France is,7,358,nd,1,2877,5040,1,4,1,15.782894134521484
openai-community/gpt2,The capital of France is,7,369, con,1,1809,723,2,7,1,16.76054573059082
openai-community/gpt2,The capital of France is,7,389, are,4,233,229,5,13,1,
openai-community/gpt2,The capital of France is,7,397,ab,1,1212,1950,1,4,1,14.80943489074707
openai-community/gpt2,The capital of France is,7,415,ant,1,1493,1232,1,4,1,14.495444297790527
openai-community/gpt2,The capital of France is,7,419,ort,1,7038,3835,1,3,1,13.646506309509277
openai-community/gpt2,The capital of France is,7,451,ear,1,15655,12734,1,4,1,15.74100399017334
openai-community/gpt2,The capital of France is,7,494,ie,1,713,1214,1,3,1,13.779797554016113
openai-community/gpt2,The capital of France is,7,495,ure,1,2803,2934,1,3,1,14.578560829162598
openai-community/gpt2,The capital of France is,7,527,ber,1,3269,5941,1,4,1,14.944357872009277
openai-community/gpt2,The capital of France is,7,598, app,1,1110,1090,1,4,1,15.005324363708496
openai-community/gpt2,The capital of France is,7,605,ical,1,3471,2969,1,3,1,14.267616271972656
openai-community/gpt2,The capital of France is,7,608,ount,1,12078,20252,1,4,1,14.892210006713867
openai-community/gpt2,The capital of France is,7,683, him,4,2527,3118,4,22,1,
openai-community/gpt2,The capital of France is,7,694,ck,1,767,5401,1,3,1,14.196903228759766
openai-community/gpt2,The capital of France is,7,720, $,1,253,102,1,3,1,13.164909362792969
openai-community/gpt2,The capital of France is,7,722,hing,1,18013,23361,1,7,1,16.451515197753906
openai-community/gpt2,The capital of France is,7,777, these,3,348,441,3,8,1,
openai-community/gpt2,The capital of France is,7,806,pect,1,14403,24804,1,9,1,16.678632736206055
openai-community/gpt2,The capital of France is,7,863,ited,3,31156,24134,3,20,1,
openai-community/gpt2,The capital of France is,7,882,erson,1,8309,12711,1,3,1,14.307230949401855
openai-community/gpt2,The capital of France is,7,887, But,3,402,557,4,16,1,
openai-community/gpt2,The capital of France is,7,895, sm,1,2121,1638,1,4,1,15.42879581451416
openai-community/gpt2,The capital of France is,7,926,tt,1,9034,16897,1,4,1,15.313365936279297
openai-community/gpt2,The capital of France is,7,976, same,1,609,605,1,3,1,15.524904251098633
openai-community/gpt2,The capital of France is,7,1001, Se,1,937,1064,1,7,1,16.868471145629883
openai-community/gpt2,The capital of France is,7,1051, sign,1,525,676,1,2,1,12.17951774597168
openai-community/gpt2,The capital of France is,7,1076,ouse,1,30883,24751,1,4,1,15.41259479522705
openai-community/gpt2,The capital of France is,7,1079,ved,1,30841,25167,1,8,1,16.749290466308594
openai-community/gpt2,The capital of France is,7,1103, real,1,268,297,1,3,1,14.725361824035645
openai-community/gpt2,The capital of France is,7,1122,ton,1,2828,3673,1,4,1,13.962471008300781
openai-community/gpt2,The capital of France is,7,1137,ER,1,5547,5619,1,7,1,16.228200912475586
openai-community/gpt2,The capital of France is,7,1139, says,5,2339,1843,4,21,2,
openai-community/gpt2,The capital of France is,7,1148, Is,2,1123,472,2,7,1,
openai-community/gpt2,The capital of France is,7,1184, poss,2,22608,24227,2,9,1,
openai-community/gpt2,The capital of France is,7,1218, second,1,238,267,1,3,1,15.28929615020752
openai-community/gpt2,The capital of France is,7,1221, disc,2,6778,8022,2,7,1,
openai-community/gpt2,The capital of France is,7,1238,20,3,1690,2415,4,22,1,
openai-community/gpt2,The capital of France is,7,1250, belie,1,31721,32229,1,9,1,16.80323600769043
openai-community/gpt2,The capital of France is,7,1426, pos,1,4463,6862,1,6,1,15.903910636901855
openai-community/gpt2,The capital of France is,7,1433,16,5,2277,3226,5,27,1,
openai-community/gpt2,The capital of France is,7,1449, bre,1,6406,8177,1,3,1,14.609638214111328
openai-community/gpt2,The capital of France is,7,1451, cap,1,803,1252,1,3,1,12.597491264343262
openai-community/gpt2,The capital of France is,7,1452,ten,1,10830,8329,1,3,1,14.821592330932617
openai-community/gpt2,The capital of France is,7,1459, current,2,1397,703,2,7,1,
openai-community/gpt2,The capital of France is,7,1524, school,2,1133,621,1,6,1,
openai-community/gpt2,The capital of France is,7,1544,He,34,8290,8098,31,116,7,
openai-community/gpt2,The capital of France is,7,1591,ccess,5,43266,48748,5,39,1,
openai-community/gpt2,The capital of France is,7,1601,ury,1,13032,16468,1,3,1,14.799941062927246
openai-community/gpt2,The capital of France is,7,1708, following,1,1021,718,1,4,1,14.86430835723877
openai-community/gpt2,The capital of France is,7,1738, reason,1,2862,2842,1,4,1,15.651966094970703
openai-community/gpt2,The capital of France is,7,1743, official,1,553,500,1,3,1,13.442413330078125
openai-community/gpt2,The capital of France is,7,1749,ories,1,29939,39225,1,3,1,15.309404373168945
openai-community/gpt2,The capital of France is,7,1766, Co,1,905,1259,1,4,1,16.297569274902344
openai-community/gpt2,The capital of France is,7,1777, fac,1,8382,11732,1,7,1,16.923973083496094
openai-community/gpt2,The capital of France is,11,60,],1,14942,8447,1,6,1,0.9011136889457703
openai-community/gpt2,The capital of France is,11,74,k,1,49183,4865,1,1,1,1.1491929292678833
openai-community/gpt2,The capital of France is,11,80,q,1,27922,26756,1,2,1,1.080126166343689
openai-community/gpt2,The capital of France is,11,81,r,1,41044,21040,1,2,1,1.0329841375350952
openai-community/gpt2,The capital of France is,11,264, s,1,48995,22364,1,1,1,0.7816604971885681
openai-community/gpt2,The capital of France is,11,268,en,1,17119,7227,1,2,1,1.0986837148666382
openai-community/gpt2,The capital of France is,11,270,it,1,991,28132,1,2,1,1.1248023509979248
openai-community/gpt2,The capital of France is,11,324,ad,1,28803,48345,1,2,1,1.1464130878448486
openai-community/gpt2,The capital of France is,11,351, with,1,50181,9380,1,2,1,0.9409063458442688
openai-community/gpt2,The capital of France is,11,358,nd,1,5599,36799,1,2,1,1.0723328590393066
openai-community/gpt2,The capital of France is,11,369, con,1,13436,18074,1,2,1,0.7744204998016357
openai-community/gpt2,The capital of France is,11,389, are,1,28843,22682,1,2,1,1.301034927368164
openai-community/gpt2,The capital of France is,11,397,ab,1,41729,34302,1,2,1,1.2560923099517822
openai-community/gpt2,The capital of France is,11,415,ant,1,31312,18080,1,2,1,0.9660141468048096
openai-community/gpt2,The capital of France is,11,419,ort,1,47579,37823,1,2,1,0.9391441941261292
openai-community/gpt2,The capital of France is,11,451,ear,1,40516,27451,1,2,1,1.0124253034591675
openai-community/gpt2,The capital of France is,11,494,ie,1,29256,42690,1,2,1,0.9086132645606995
openai-community/gpt2,The capital of France is,11,495,ure,1,4888,28845,1,2,1,0.8610819578170776
openai-community/gpt2,The capital of France is,11,527,ber,1,3291,33491,1,2,1,0.8971453309059143
openai-community/gpt2,The capital of France is,11,598, app,1,46429,33709,1,2,1,0.7151344418525696
openai-community/gpt2,The capital of France is,11,605,ical,1,25298,12674,1,2,1,0.940680980682373
openai-community/gpt2,The capital of France is,11,608,ount,1,1686,34079,1,1,1,0.9101704955101013
openai-community/gpt2,The capital of France is,11,683, him,1,14508,13834,1,2,1,0.8561642169952393
openai-community/gpt2,The capital of France is,11,694,ck,1,92,38253,1,2,1,0.9046858549118042
openai-community/gpt2,The capital of France is,11,720, $,1,37450,3057,1,2,1,0.6434926390647888
openai-community/gpt2,The capital of France is,11,722,hing,1,1817,2227,1,2,1,0.988184928894043
openai-community/gpt2,The capital of France is,11,777, these,1,45926,16820,1,3,1,1.3721576929092407
openai-community/gpt2,The capital of France is,11,806,pect,1,2622,50204,1,2,1,1.146003246307373
openai-community/gpt2,The capital of France is,11,863,ited,1,37210,18700,1,2,1,1.0245898962020874
openai-community/gpt2,The capital of France is,11,882,erson,1,16970,30442,1,2,1,0.9998167753219604
openai-community/gpt2,The capital of France is,11,887, But,1,7672,10805,1,2,1,1.0379018783569336
openai-community/gpt2,The capital of France is,11,895, sm,1,49830,28786,1,2,1,0.7207283973693848
openai-community/gpt2,The capital of France is,11,926,tt,1,16476,27091,1,2,1,0.8814085721969604
openai-community/gpt2,The capital of France is,11,976, same,1,2958,11867,1,2,1,0.8135916590690613
openai-community/gpt2,The capital of France is,11,1001, Se,1,13562,15718,1,2,1,0.6996162533760071
openai-community/gpt2,The capital of France is,11,1051, sign,1,46389,7082,1,2,1,0.6421812176704407
openai-community/gpt2,The capital of France is,11,1076,ouse,1,17260,35247,1,2,1,0.9647300839424133
openai-community/gpt2,The capital of France is,11,1079,ved,1,44097,17334,1,1,1,1.1097350120544434
openai-community/gpt2,The capital of France is,11,1103, real,1,49657,35918,1,2,1,0.7736896872520447
openai-community/gpt2,The capital of France is,11,1122,ton,1,14708,6085,1,2,1,0.9929114580154419
openai-community/gpt2,The capital of France is,11,1137,ER,1,33230,46670,1,2,1,1.0845452547073364
openai-community/gpt2,The capital of France is,11,1139, says,1,47945,8480,1,2,1,1.3529375791549683
openai-community/gpt2,The capital of France is,11,1148, Is,1,49150,5323,1,2,1,0.7313356995582581
openai-community/gpt2,The capital of France is,11,1184, poss,1,18551,45167,1,1,1,0.8864902257919312
openai-community/gpt2,The capital of France is,11,1218, second,1,26909,28903,1,2,1,0.66082763671875
openai-community/gpt2,The capital of France is,11,1221, disc,1,29800,18543,1,2,1,0.8353525996208191
openai-community/gpt2,The capital of France is,11,1238,20,1,2230,12307,1,2,1,1.350499153137207
openai-community/gpt2,The capital of France is,11,1250, belie,1,5411,195,1,2,1,0.728303074836731
openai-community/gpt2,The capital of France is,11,1426, pos,1,31284,3044,1,2,1,0.6567431688308716
openai-community/gpt2,The capital of France is,11,1433,16,1,16261,8666,1,2,1,1.3162866830825806
openai-community/gpt2,The capital of France is,11,1449, bre,1,17185,11189,1,1,1,0.8006484508514404
openai-community/gpt2,The capital of France is,11,1451, cap,1,41822,13800,1,2,1,0.7305160760879517
openai-community/gpt2,The capital of France is,11,1452,ten,1,32607,3301,1,1,1,1.022540807723999
openai-community/gpt2,The capital of France is,11,1459, current,1,42143,28543,1,2,1,1.0976182222366333
openai-community/gpt2,The capital of France is,11,1524, school,1,23960,19089,1,3,1,0.806119441986084
openai-community/gpt2,The capital of France is,11,1544,He,1,16595,38468,1,2,1,2.6477432250976562
openai-community/gpt2,The capital of France is,11,1591,ccess,1,703,47265,1,2,1,1.2152477502822876
openai-community/gpt2,The capital of France is,11,1601,ury,1,7668,30005,1,2,1,1.0464123487472534
openai-community/gpt2,The capital of France is,11,1708, following,1,45685,13773,1,2,1,0.6054416298866272
openai-community/gpt2,The capital of France is,11,1738, reason,1,40457,7411,1,2,1,0.7394157648086548
openai-community/gpt2,The capital of France is,11,1743, official,1,49771,4571,1,2,1,0.748458981513977
openai-community/gpt2,The capital of France is,11,1749,ories,1,10545,8391,1,1,1,0.884010910987854
openai-community/gpt2,The capital of France is,11,1766, Co,1,25378,22561,1,2,1,0.6032491326332092
openai-community/gpt2,The capital of France is,11,1777, fac,1,15995,10817,1,2,1,0.7665179967880249
openai-community/gpt2,The quick brown fox,0,60,],1,823,573,1,2,1,9.127776145935059
openai-community/gpt2,The quick brown fox,0,74,k,1,1125,461,1,2,1,8.056809425354004
openai-community/gpt2,The quick brown fox,0,80,q,1,6432,5808,1,2,1,11.720925331115723
openai-community/gpt2,The quick brown fox,0,81,r,1,380,162,1,1,1,6.563941478729248
openai-community/gpt2,The quick brown fox,0,264, s,1,618,78,1,2,1,8.77409553527832
openai-community/gpt2,The quick brown fox,0,268,en,1,125,152,1,2,1,7.0838212966918945
openai-community/gpt2,The quick brown fox,0,270,it,1,85,692,1,2,1,6.9710893630981445
openai-community/gpt2,The quick brown fox,0,324,ad,1,1084,876,1,2,1,8.30185604095459
openai-community/gpt2,The quick brown fox,0,351, with,1,235,46,1,5,1,10.768448829650879
openai-community/gpt2,The quick brown fox,0,358,nd,1,1604,5541,1,2,1,10.001739501953125
openai-community/gpt2,The quick brown fox,0,369, con,1,1174,1225,1,2,1,10.096822738647461
openai-community/gpt2,The quick brown fox,0,389, are,1,254,154,1,6,1,12.467007637023926
openai-community/gpt2,The quick brown fox,0,397,ab,1,2397,1712,1,2,1,9.893638610839844
openai-community/gpt2,The quick brown fox,0,415,ant,1,1431,4982,1,2,1,8.985878944396973
openai-community/gpt2,The quick brown fox,0,419,ort,1,7535,3094,1,2,1,8.704946517944336
openai-community/gpt2,The quick brown fox,0,451,ear,1,23995,27951,1,2,1,11.455033302307129
openai-community/gpt2,The quick brown fox,0,494,ie,1,253,201,1,2,1,6.706774711608887
openai-community/gpt2,The quick brown fox,0,495,ure,1,422,2152,1,2,1,6.978486061096191
openai-community/gpt2,The quick brown fox,0,527,ber,1,628,935,1,2,1,8.029823303222656
openai-community/gpt2,The quick brown fox,0,598, app,1,9563,4197,1,2,1,12.117103576660156
openai-community/gpt2,The quick brown fox,0,605,ical,1,615,1881,1,2,1,7.948577880859375
openai-community/gpt2,The quick brown fox,0,608,ount,1,21563,18995,1,2,1,12.645637512207031
openai-community/gpt2,The quick brown fox,0,683, him,1,1848,1619,1,2,1,11.615283012390137
openai-community/gpt2,The quick brown fox,0,694,ck,1,812,15564,1,2,1,10.879924774169922
openai-community/gpt2,The quick brown fox,0,720, $,1,5799,6475,1,2,1,11.276055335998535
openai-community/gpt2,The quick brown fox,0,722,hing,1,1685,7597,1,2,1,9.517779350280762
openai-community/gpt2,The quick brown fox,0,777, these,1,903,340,1,2,1,10.708760261535645
openai-community/gpt2,The quick brown fox,0,806,pect,1,581,1427,1,2,1,8.720218658447266
openai-community/gpt2,The quick brown fox,0,863,ited,1,8829,7814,1,2,1,11.188252449035645
openai-community/gpt2,The quick brown fox,0,882,erson,1,5225,14834,1,2,1,9.742971420288086
openai-community/gpt2,The quick brown fox,0,887, But,1,904,1541,1,2,1,12.920771598815918
openai-community/gpt2,The quick brown fox,0,895, sm,1,2725,617,1,2,1,11.38401985168457
openai-community/gpt2,The quick brown fox,0,926,tt,1,7560,7415,1,2,1,10.223734855651855
openai-community/gpt2,The quick brown fox,0,976, same,1,361,293,1,2,1,8.07939624786377
openai-community/gpt2,The quick brown fox,0,1001, Se,1,1406,967,1,2,1,10.37369155883789
openai-community/gpt2,The quick brown fox,0,1051, sign,1,3239,2543,1,2,1,8.831250190734863
openai-community/gpt2,The quick brown fox,0,1076,ouse,1,33794,41726,1,2,1,12.813817024230957
openai-community/gpt2,The quick brown fox,0,1079,ved,1,28920,18559,1,2,1,12.939677238464355
openai-community/gpt2,The quick brown fox,0,1103, real,1,848,293,1,2,1,7.702103614807129
openai-community/gpt2,The quick brown fox,0,1122,ton,1,12414,12968,1,2,1,11.359820365905762
openai-community/gpt2,The quick brown fox,0,1137,ER,1,7960,12777,1,2,1,12.939370155334473
openai-community/gpt2,The quick brown fox,0,1139, says,1,3327,1485,1,2,1,11.965787887573242
openai-community/gpt2,The quick brown fox,0,1148, Is,1,6112,1480,1,2,1,12.90049934387207
openai-community/gpt2,The quick brown fox,0,1184, poss,1,4348,4942,1,2,1,11.794978141784668
openai-community/gpt2,The quick brown fox,0,1218, second,1,1435,2538,1,2,1,10.779541015625
openai-community/gpt2,The quick brown fox,0,1221, disc,1,716,708,1,2,1,8.95596981048584
openai-community/gpt2,The quick brown fox,0,1238,20,1,3087,7687,1,3,1,14.517539978027344
openai-community/gpt2,The quick brown fox,0,1250, belie,1,17302,32848,1,2,1,12.60398006439209
openai-community/gpt2,The quick brown fox,0,1426, pos,1,830,795,1,2,1,9.282288551330566
openai-community/gpt2,The quick brown fox,0,1433,16,1,2269,1987,1,2,1,13.189743995666504
